car-id,hours
20150728120701-799,0.633
20150729040710-561,1.017
20150729050717-99,0.467
20150729080703-389,100.667
20150729110716-839,29.05
20150729120752-754,94.333
20150730030734-264,56.067
20150730040705-133,41.783
20150730040715-317,0.35
20150730060700-354,0.417
20150730070718-674,28.133
20150730080701-11,144.483
20150730080728-292,1.5
20150730090701-127,127.95
20150730090704-697,0.95
20150730090712-771,0.517
20150730100725-834,0.533
20150731010755-264,0.95
20150731020756-741,0.35
20150731030706-870,0.817
20150731030748-502,3.683
20150731090718-928,0.517
20150731090735-400,1.15
20150731120739-57,70.55
20150801010844-756,0.433
20150801020830-440,44.783
20150801020850-865,1.967
20150801020851-728,0.55
20150801030815-386,1.283
20150801050802-446,63.033
20150801100806-862,30.983
20150801100813-808,33.55
20150801120817-560,0.567
20150801120848-517,20.0
20150801120859-136,47.617
20150802010858-812,1.117
20150802020839-300,0.617
20150802030830-611,74.25
20150802040832-510,0.75
20150802060812-197,147.55
20150802090803-274,1.067
20150802090811-979,31.5
20150802090823-595,72.233
20150802090831-105,0.583
20150802090839-792,0.567
20150802090855-889,54.25
20150802110852-346,0.617
20150803030838-612,23.25
20150803050825-767,0.483
20150803050829-770,2.667
20150803060815-535,5.383
20150803060828-975,60.0
20150804030847-490,69.833
20150804040846-173,101.117
20150804060809-962,0.467
20150804070850-234,0.55
20150804090809-57,73.317
20150804100804-119,93.2
20150804100832-464,0.5
20150804110814-745,0.4
20150805010805-339,50.7
20150805020849-559,113.883
20150805040827-754,96.667
20150805040854-754,0.917
20150805050824-181,0.467
20150805050852-127,7.333
20150805070819-136,6.783
20150805070853-118,254.033
20150805100804-800,8.967
20150806030828-47,0.483
20150806030837-471,77.5
20150806040856-166,16.583
20150806040859-207,89.283
20150806050829-624,0.583
20150806060853-66,7.117
20150806080818-642,0.833
20150806090805-946,1.45
20150806110818-449,223.083
20150806110838-706,316.883
20150807030856-626,0.783
20150807050820-790,246.167
20150807060806-318,0.317
20150807080814-971,106.6
20150807080837-538,0.533
20150807090832-325,26.783
20150807120804-821,0.567
20150807120858-786,1.517
20150808010856-926,44.717
20150808020805-83,81.117
20150808020814-774,0.933
20150808020824-931,0.517
20150808020840-877,56.783
20150808030815-401,19.05
20150808040805-585,0.567
20150808040851-925,0.567
20150808070835-600,1.183
20150808090842-727,229.833
20150808100805-344,36.767
20150808120839-918,0.533
20150809010801-971,48.35
20150809010842-230,0.867
20150809020810-28,2.183
20150809030847-891,27.25
20150809060853-307,77.283
20150810010834-148,75.733
20150810030855-554,0.833
20150810060851-257,26.967
20150810080815-587,25.35
20150810090808-3,95.05
20150811030803-385,1.783
20150811030814-454,67.783
20150811030849-496,0.35
20150811040856-957,0.883
20150811050843-334,25.533
20150811050851-143,71.5
20150811060806-982,1.183
20150811080802-300,73.583
20150811090806-928,0.567
20150812050800-581,18.733
20150812050828-793,15.35
20150812080812-808,0.8
20150812090805-372,0.45
20150813020818-891,2.267
20150813020820-894,1.85
20150813020857-177,0.417
20150813030831-751,0.283
20150813060851-608,26.75
20150813070817-302,0.75
20150813100848-322,1.0
20150814020832-421,0.3
20150814050807-728,66.283
20150814080812-436,1.5
20150814110834-737,0.55
20150815030845-920,0.6
20150815030847-272,0.367
20150815040821-280,50.267
20150815060820-3,0.833
20150815060824-848,169.05
20150815100834-958,250.55
20150815100857-72,73.85
20150815110828-844,2.5
20150815120847-511,26.367
20150816010812-725,1.583
20150816030843-219,0.8
20150816050832-772,207.25
20150816050850-701,27.3
20150816060819-162,0.083
20150816060823-385,225.4
20150816060849-742,24.883
20150816100836-628,0.517
20150816110804-299,1.567
20150816110838-790,1.45
20150816110851-751,44.75
20150817020835-13,2.15
20150817020855-736,98.133
20150817040808-175,0.85
20150817040833-849,46.8
20150817060829-199,0.317
20150817070821-454,33.4
20150817090808-166,0.883
20150817100809-138,24.65
20150817120835-419,23.417
20150818010852-458,33.983
20150818040820-756,0.567
20150818040832-50,190.967
20150818050817-70,189.417
20150818050836-609,15.283
20150818060847-607,60.65
20150818100801-621,36.1
20150818120801-625,77.983
20150818120815-803,148.55
20150818120859-855,1.183
20150819010811-13,43.55
20150819010826-76,0.917
20150819030817-765,0.533
20150819030822-252,116.1
20150819050854-35,1.017
20150819070830-159,1.917
20150819080837-735,0.333
20150819090853-276,0.333
20150819110841-229,1.317
20150820030842-112,1.067
20150820040859-305,0.367
20150820050822-892,10.117
20150820070819-746,38.617
20150820080854-186,123.383
20150820090811-228,37.567
20150820090832-399,151.25
20150820090851-701,32.767
20150820100831-92,1.75
20150821010804-707,3.333
20150821010853-587,0.3
20150821020810-335,127.833
20150821020813-545,1.067
20150821040834-905,0.917
20150821050811-489,0.8
20150821050856-843,0.95
20150821060817-510,3.883
20150821090833-507,1.033
20150821090834-726,76.567
20150821090838-129,1.417
20150821100818-35,0.533
20150821110829-588,0.417
20150821110852-676,77.267
20150821120804-638,1.133
20150822040817-521,27.95
20150822040848-819,198.817
20150822040855-574,0.533
20150822050829-375,0.533
20150822080830-143,221.483
20150822090837-736,28.4
20150822100824-378,103.917
20150822100826-928,85.133
20150822100851-40,0.483
20150823010813-63,128.05
20150823040809-813,219.967
20150823060803-803,74.7
20150823070821-824,127.6
20150823070853-369,0.5
20150823080808-694,1.067
20150823100828-850,1.583
20150824010854-116,0.8
20150824070810-674,0.567
20150824070825-886,87.1
20150824080836-872,0.767
20150825030839-259,0.55
20150825030844-63,1.217
20150825040833-548,149.783
20150825040838-487,54.083
20150825050807-78,94.583
20150825070806-434,0.467
20150825070821-784,39.317
20150825070824-77,0.8
20150825090829-811,2.133
20150825090834-357,0.433
20150825110803-773,1.583
20150825110832-749,123.433
20150825110845-74,1.033
20150825120831-381,100.4
20150825120854-277,2.95
20150826010800-879,265.5
20150826010827-89,0.9
20150826020806-485,40.3
20150826020807-226,44.883
20150826030836-996,32.7
20150826030840-144,1.25
20150826090800-994,0.55
20150826100844-912,28.017
20150826100847-715,3.883
20150826110843-267,2.2
20150826120853-752,0.817
20150827020823-652,64.583
20150827040838-939,1.2
20150827060823-4,61.067
20150827060825-381,3.4
20150827060827-565,160.117
20150827070822-694,28.367
20150827070831-208,4.267
20150827070855-530,85.55
20150827080828-75,3.217
20150827080852-566,0.733
20150827090844-212,0.933
20150827100837-497,0.317
20150827110825-762,0.45
20150827110836-488,1.533
20150827120843-66,30.133
20150828010853-636,1.333
20150828030855-952,0.517
20150828050833-517,27.117
20150828060817-577,3.833
20150828060845-403,120.583
20150828080839-667,0.9
20150828090804-178,1.55
20150828090834-36,51.5
20150828090847-178,33.383
20150828120829-407,2.733
20150828120844-852,35.833
20150829010844-997,1.117
20150829030847-333,1.1
20150829050830-287,256.117
20150829070856-319,86.817
20150829080813-483,36.767
20150829080825-567,174.75
20150829100839-801,51.217
20150829110818-565,2.283
20150829110834-62,0.55
20150829110854-562,24.767
20150830020835-915,0.633
20150830030802-631,0.533
20150830030855-79,332.5
20150830040854-938,2.0
20150830070801-930,1.283
20150830090823-240,110.583
20150830110800-847,1.8
20150830110807-384,57.333
20150830110826-381,0.983
20150830110835-117,0.6
20150831010810-141,80.667
20150831010842-156,0.55
20150831020803-228,29.3
20150831020845-212,0.833
20150831030801-105,101.733
20150831030831-641,0.75
20150831060842-916,0.833
20150831070819-751,0.917
20150831100850-963,7.917
20150831110802-88,32.8
20150901010946-94,1.283
20150901020935-968,1.2
20150901040932-288,149.767
20150901060931-375,54.233
20150901080955-679,36.4
20150901120957-839,171.233
20150902020958-522,0.317
20150902040934-793,0.917
20150902060920-793,200.583
20150902110946-207,26.767
20150902120906-170,74.583
20150902120948-733,1.05
20150903020912-138,1.95
20150903020928-497,0.4
20150903020949-595,42.467
20150903040923-931,18.25
20150903050915-821,43.7
20150903080915-957,0.833
20150903080951-785,1.533
20150903090936-932,50.633
20150903090957-551,51.433
20150903100903-596,53.0
20150903100923-178,0.833
20150904010934-248,0.567
20150904030958-830,30.25
20150904040954-217,0.467
20150904050940-373,1.117
20150904060937-392,77.15
20150904060946-997,37.767
20150904080934-336,0.483
20150904090957-319,61.617
20150904100901-193,104.683
20150904100954-304,0.467
20150904110914-670,27.2
20150904110945-706,200.25
20150905010927-978,30.533
20150905010959-275,0.633
20150905040910-240,71.967
20150905070939-279,80.883
20150905090932-101,98.65
20150906030915-616,268.417
20150906070942-786,0.433
20150906080913-994,3.95
20150906100956-227,0.533
20150906120940-115,1.267
20150906120952-835,120.233
20150907040913-528,0.867
20150907050946-464,0.417
20150907060938-780,41.017
20150907070922-234,158.233
20150907070951-183,60.083
20150907080945-381,102.45
20150907090916-682,2.1
20150907110929-382,0.517
20150908020926-913,200.867
20150908030910-643,0.45
20150908030947-43,0.433
20150908040921-563,0.35
20150908060913-42,1.75
20150908080915-434,62.733
20150908080923-414,168.75
20150908090958-945,0.55
20150908120943-943,23.3
20150908120959-737,164.817
20150909040914-244,1.183
20150909050912-954,0.933
20150909060913-45,0.317
20150909080919-967,0.583
20150909100908-893,37.167
20150909120927-426,215.85
20150910020919-2,102.4
20150910020923-287,0.367
20150910040952-485,1.1
20150910060904-59,59.783
20150910070930-658,0.383
20150910080926-255,219.283
20150910080953-624,56.083
20150910090926-819,78.683
20150910100947-726,0.367
20150910120911-462,0.5
20150911020927-915,0.967
20150911040954-143,0.517
20150911050916-197,23.933
20150911050958-246,1.05
20150911060914-143,3.45
20150911060927-249,53.867
20150911060943-442,1.05
20150911060947-468,76.967
20150911060951-66,0.483
20150911080900-458,57.217
20150911080907-406,1.167
20150911080911-37,84.483
20150911110911-657,0.9
20150912020951-608,1.683
20150912040902-568,1.383
20150912040927-543,0.567
20150912060916-518,231.383
20150912090951-154,1.283
20150912100912-409,60.567
20150913020924-298,0.867
20150913020936-245,0.317
20150913040932-624,1.767
20150913050914-900,0.883
20150913060926-359,52.567
20150913060942-503,29.633
20150913060957-927,4.3
20150913100917-904,0.483
20150913100957-928,1.4
20150914020923-661,0.467
20150914030946-615,2.383
20150914030948-203,17.633
20150914040900-949,71.95
20150914070902-817,3.417
20150914080950-53,48.967
20150914090940-696,33.533
20150914100951-759,1.183
20150914110948-268,91.967
20150915010905-807,50.717
20150915020918-621,0.417
20150915030916-994,1.033
20150915030919-207,1.383
20150915060935-123,1.617
20150915100950-869,1.183
20150915110954-381,2.833
20150916010937-480,50.5
20150916010943-697,0.583
20150916010956-355,72.417
20150916020906-378,1.083
20150916030932-958,508.283
20150916030956-470,0.367
20150916090934-622,0.483
20150916090953-964,1.817
20150916100951-525,0.333
20150917020950-55,121.983
20150917030929-874,5.2
20150917040954-744,1.983
20150917050959-724,0.55
20150917070930-301,95.467
20150917080946-613,0.867
20150917090944-991,1.0
20150917100917-854,1.317
20150917110936-396,78.85
20150918020909-684,0.567
20150918030939-609,3.2
20150918040902-934,15.267
20150918040947-803,0.35
20150918040950-592,0.933
20150918060923-118,88.267
20150918070924-726,1.65
20150918070927-459,0.467
20150918090900-326,0.783
20150918090928-755,148.717
20150919040930-907,0.883
20150919050912-809,9.617
20150919070939-665,1.6
20150919070956-883,56.35
20150919080932-475,123.267
20150919080957-489,6.033
20150919120948-627,0.533
20150920030917-854,0.833
20150920030922-437,0.483
20150920050908-75,4.333
20150920050941-93,3.067
20150920070902-234,226.067
20150920070942-773,0.9
20150920080946-312,2.167
20150920090915-26,22.4
20150920090936-12,3.933
20150920090938-107,99.367
20150920090952-847,2.217
20150920100910-742,0.467
20150920110938-724,120.6
20150921010943-734,79.7
20150921020923-489,0.933
20150921040914-260,2.367
20150921050904-60,0.567
20150921060910-378,7.967
20150921060955-618,0.467
20150921100928-653,0.9
20150921100948-225,1.733
20150921110942-470,0.4
20150921120902-568,71.45
20150922010936-575,54.617
20150922020925-369,1.233
20150922030934-439,145.633
20150922040933-573,1.917
20150922050928-387,0.633
20150922050932-615,10.533
20150922060918-792,0.483
20150922070908-757,1.083
20150922070941-505,35.083
20150922080925-387,0.5
20150922090902-582,97.583
20150922100951-450,1.833
20150922110914-684,150.617
20150922110918-911,0.533
20150922110928-182,47.783
20150922120927-553,3.867
20150923010916-544,26.183
20150923010936-792,1.8
20150923010953-577,0.1
20150923010958-595,164.35
20150923040918-760,0.8
20150923050915-668,19.617
20150923050917-917,0.35
20150923060924-124,0.317
20150923060951-106,0.317
20150923080932-171,0.383
20150923090925-163,24.017
20150923110937-484,1.0
20150924070923-326,2.333
20150924070945-953,110.817
20150924080908-529,0.35
20150924100943-359,1.35
20150924110950-607,0.433
20150924120946-229,170.15
20150925030910-149,0.3
20150925030923-872,50.867
20150925030948-317,1.3
20150925030951-84,0.983
20150925050919-689,52.3
20150925070901-487,60.033
20150925080935-194,4.667
20150925090921-354,0.85
20150925090935-77,0.933
20150925110937-663,119.283
20150926010953-860,0.95
20150926020900-985,1.567
20150926030958-715,0.65
20150926060947-3,54.083
20150926080925-674,0.9
20150926090945-943,56.9
20150926110935-427,1.617
20150926110958-805,80.883
20150927010900-920,0.9
20150927080911-300,0.883
20150927090926-427,199.233
20150928020950-296,141.083
20150928090928-39,0.583
20150929020925-480,0.5
20150929030929-812,56.617
20150929060900-676,2.017
20150929060957-709,29.8
20150929070904-711,77.217
20150929070937-287,0.35
20150929080924-256,32.3
20150929080956-555,0.917
20150929090919-621,151.833
20150929090940-494,30.417
20150929110918-672,1.433
20150929120953-961,0.717
20150930010911-718,77.417
20150930030938-661,212.833
20150930030959-468,1.35
20150930040930-759,88.283
20150930070915-224,5.717
20150930080915-526,99.567
20150930100942-817,1.2
20150930110907-918,0.517
20150930110949-443,98.967
20150931010941-247,106.917
20150931070953-531,1.117
20150931110914-65,0.467
20151001011026-433,31.267
20151001031016-663,40.317
20151001041004-853,167.817
20151001041055-580,78.55
20151001051049-770,21.333
20151001081035-840,0.85
20151001081041-702,55.283
20151001091013-536,29.183
20151001091019-787,0.6
20151001091034-497,103.85
20151002021015-986,80.05
20151002041036-991,77.967
20151002041052-291,1.483
20151002061057-716,0.95
20151002071039-91,83.533
20151002101014-792,53.867
20151002101036-262,0.483
20151002111020-73,0.617
20151002121039-700,119.767
20151003011029-293,23.2
20151003031026-495,3.867
20151003041033-690,0.317
20151003071044-386,1.267
20151003111049-230,2.25
20151003111052-171,101.717
20151003121025-950,0.567
20151004021051-72,27.867
20151004031053-92,1.217
20151004041028-27,51.0
20151004051005-26,16.717
20151004051047-356,3.733
20151004061009-733,174.167
20151004061017-700,0.917
20151004061023-570,1.117
20151004081041-724,122.317
20151004121046-191,1.5
20151004121057-614,0.85
20151005021037-110,0.917
20151005021040-786,1.567
20151005071024-452,102.617
20151005071054-722,0.867
20151005081042-478,0.367
20151005091027-858,0.317
20151005111003-947,3.317
20151006011003-435,2.667
20151006031009-616,0.5
20151006031044-506,48.283
20151006031050-832,190.55
20151006061022-397,0.85
20151006071004-39,0.367
20151006071021-877,39.317
20151006101006-578,1.117
20151006101044-543,0.567
20151006101058-57,51.217
20151007011028-996,22.483
20151007011054-189,1.35
20151007041045-624,64.867
20151007061036-970,101.383
20151007061047-838,0.5
20151007071043-113,0.367
20151007081019-529,1.333
20151007081049-256,0.55
20151007121033-369,0.75
20151008041030-931,0.85
20151008041054-232,0.967
20151008051030-28,41.5
20151008061014-338,0.583
20151008061031-83,102.117
20151008061036-397,0.95
20151008061041-615,0.533
20151008091003-541,78.017
20151008091058-366,26.767
20151008101012-0,2.633
20151008101045-291,320.117
20151008121044-244,148.433
20151009011000-445,0.383
20151009031019-176,0.567
20151009031056-749,1.033
20151009041023-63,28.7
20151009041046-979,1.067
20151009051031-939,2.367
20151009061018-73,6.167
20151009061043-83,35.983
20151009091020-539,166.017
20151010011010-902,56.583
20151010061031-394,0.567
20151010071016-369,2.633
20151010101051-546,0.433
20151011011010-245,0.917
20151011011032-480,68.817
20151011051048-783,52.25
20151011071039-976,3.617
20151011071057-298,1.683
20151011091000-183,1.283
20151011091030-55,0.417
20151011101000-955,0.4
20151011101030-397,0.35
20151011101040-543,0.467
20151012061013-969,2.25
20151012081019-264,0.433
20151012091054-963,168.75
20151012101020-600,0.667
20151012111048-832,92.667
20151012111049-904,1.483
20151013011052-469,2.167
20151013031002-411,0.867
20151013041011-524,246.267
20151013051031-833,5.333
20151013091000-885,1.667
20151013101006-462,22.467
20151014031005-384,0.517
20151014041044-388,1.333
20151014091022-504,24.05
20151014091036-542,0.883
20151014111038-871,0.983
20151014121052-483,1.0
20151015011037-717,1.95
20151015011055-262,1.633
20151015031015-762,0.5
20151015041055-891,0.567
20151015061023-821,131.233
20151016041029-215,0.817
20151016051049-90,10.45
20151016061047-578,0.517
20151016081024-907,0.617
20151016091014-990,3.017
20151016101030-441,0.9
20151017051055-952,1.433
20151017061038-255,4.7
20151017071057-598,1.317
20151017081005-686,36.233
20151017091042-992,37.517
20151017101005-541,78.65
20151018031004-469,1.367
20151018041035-645,0.7
20151018061010-911,0.417
20151018071010-683,0.533
20151018071033-244,0.6
20151018071045-954,4.217
20151018081043-314,1.683
20151018091033-267,72.033
20151018101043-303,0.483
20151018101055-192,53.45
20151018121007-749,0.467
20151019011020-645,104.05
20151019021027-10,105.783
20151019021032-845,0.467
20151019071032-613,0.533
20151019081015-655,106.817
20151019081022-530,0.933
20151019101010-336,144.533
20151019101012-506,153.917
20151019111046-645,1.067
20151019121020-200,0.533
20151020021029-947,57.65
20151020031037-765,17.583
20151020061037-783,9.133
20151020061044-163,1.867
20151020081012-980,151.2
20151020081034-411,0.5
20151020081055-387,0.933
20151020091049-173,120.917
20151020101023-490,0.417
20151020101042-117,0.883
20151020101057-778,0.6
20151020121004-731,0.917
20151021011007-107,0.333
20151021011021-123,272.233
20151021011047-387,27.9
20151021021029-879,0.633
20151021041005-169,29.333
20151021041059-868,1.083
20151021071000-996,6.583
20151021081021-48,0.983
20151021081056-343,0.483
20151022021027-109,0.267
20151022031032-538,112.283
20151022041004-148,52.017
20151022051010-355,0.383
20151022061016-652,1.0
20151022071023-682,0.3
20151022081040-716,0.317
20151022091000-636,0.8
20151022101006-317,109.5
20151023011019-241,2.667
20151023011043-359,0.35
20151023011047-340,0.817
20151023041017-423,145.833
20151023061021-360,0.333
20151023071017-983,0.883
20151023091027-655,28.867
20151024021019-274,1.133
20151024041025-203,0.233
20151024061054-929,0.75
20151024071035-474,0.867
20151024091033-928,25.5
20151024091047-753,0.517
20151024111054-335,32.617
20151024121023-596,0.95
20151025031037-733,212.133
20151025051001-380,1.933
20151025051010-523,0.5
20151025051035-258,25.7
20151025061010-490,153.017
20151025071006-134,64.183
20151025091049-824,0.4
20151025101044-367,32.083
20151025121050-736,0.383
20151025121055-883,0.967
20151026021048-97,0.383
20151026031053-559,29.883
20151026041051-922,137.517
20151026051008-681,0.283
20151026051047-171,110.867
20151026061007-244,104.467
20151026061040-488,154.65
20151026081006-92,52.45
20151026081044-145,0.433
20151026091044-859,102.883
20151026101017-279,1.017
20151027031029-195,2.833
20151027041015-67,0.467
20151027041058-551,0.767
20151027111009-160,0.583
20151027121014-341,0.767
20151027121025-240,273.5
20151027121055-218,72.683
20151028011004-424,1.067
20151028011029-820,24.5
20151028041049-767,0.433
20151028061026-297,342.367
20151028071020-362,30.083
20151028071051-431,3.35
20151028081039-84,173.567
20151028111000-621,75.283
20151029011055-228,0.433
20151029031046-528,51.117
20151029051029-678,4.883
20151029051055-468,2.017
20151029071053-279,31.017
20151029071056-312,26.283
20151029081008-399,84.9
20151029111009-833,2.133
20151029111047-98,0.817
20151029121011-173,27.033
20151029121032-170,143.767
20151029121058-136,1.317
20151030021054-842,0.9
20151030021055-539,0.483
20151030031051-576,1.033
20151030051008-262,0.8
20151030051034-928,0.333
20151030061038-897,109.033
20151030081048-623,0.95
20151030091029-116,132.05
20151030111021-959,147.383
20151030111049-10,0.783
20151030121037-311,1.017
20151031021043-605,71.017
20151031031036-320,1.117
20151031041034-706,1.067
20151031071048-450,50.133
20151031081056-17,0.417
20151031101009-945,25.983
20151031111040-488,44.617
20151101011114-329,0.283
20151101021154-37,0.333
20151101031124-24,1.633
20151101031131-640,0.5
20151101051151-134,15.85
20151101081109-505,28.083
20151101081129-848,219.05
20151101081149-687,0.333
20151101111123-377,1.3
20151101121144-520,115.417
20151102031156-128,144.45
20151102051100-481,0.833
20151102061112-279,0.367
20151102061116-400,103.867
20151102071157-979,0.333
20151102091154-662,94.883
20151102121127-564,28.55
20151103011107-462,0.95
20151103021143-224,32.617
20151103031107-509,184.933
20151103031148-987,0.9
20151103041101-253,0.35
20151103051105-693,0.5
20151103051148-977,73.45
20151103061106-863,0.317
20151103081125-45,1.367
20151103101135-993,31.767
20151104041141-688,0.783
20151104081118-17,216.3
20151104091103-487,34.833
20151104091151-104,54.933
20151104121100-220,2.55
20151104121107-641,1.05
20151104121158-643,114.333
20151105051129-840,0.933
20151105061131-878,0.55
20151105061149-645,0.35
20151105091109-417,101.15
20151105121120-955,52.417
20151106031107-912,17.267
20151106031127-165,1.6
20151106041146-807,25.05
20151106041147-812,0.617
20151106051111-75,0.283
20151106051115-506,26.567
20151106061100-410,122.45
20151106071136-542,0.483
20151106071138-520,96.167
20151106071155-474,30.417
20151106111107-479,1.517
20151106111125-413,0.35
20151106111153-260,0.383
20151106111158-818,1.017
20151106121113-182,102.733
20151107021135-737,95.85
20151107051117-390,0.6
20151107061145-484,0.383
20151107091117-166,1.067
20151107101114-603,1.4
20151107111143-376,0.417
20151108041144-494,0.8
20151108041145-781,1.833
20151108061114-819,1.217
20151108071107-792,0.983
20151108071113-261,34.067
20151108081116-912,126.933
20151108091145-870,0.333
20151108121153-895,1.417
20151109041115-191,2.183
20151109051100-693,39.667
20151109061133-119,2.067
20151109071101-943,80.467
20151109081144-678,118.383
20151109091155-536,130.967
20151109101115-984,25.7
20151110011101-322,7.383
20151110011132-270,1.083
20151110041127-50,1.383
20151110061107-358,0.867
20151110071151-915,0.533
20151110091107-217,45.733
20151110101156-652,29.167
20151110111130-676,0.4
20151110121117-357,0.45
20151111031143-227,0.583
20151111041119-158,25.35
20151111041149-456,0.45
20151111051119-594,10.25
20151111051151-921,0.45
20151111071117-291,0.5
20151112011137-325,97.867
20151112011152-559,1.55
20151112031115-285,0.5
20151112031119-409,0.9
20151112051139-269,26.85
20151112061143-303,0.517
20151112061151-995,0.333
20151112061152-300,0.567
20151112091155-964,1.467
20151112101120-762,1.083
20151113011105-825,0.917
20151113011118-560,1.217
20151113011134-396,20.183
20151113031115-28,193.85
20151113061129-478,315.3
20151113061132-529,228.183
20151113071127-855,102.767
20151113081103-202,154.5
20151113121156-771,150.85
20151114021155-680,0.75
20151114021156-85,127.133
20151114041158-903,0.917
20151114071121-782,36.933
20151114071159-705,37.35
20151114081116-872,104.233
20151114111101-450,214.733
20151114121111-116,29.45
20151115011116-242,0.95
20151115031100-780,54.417
20151115031111-758,0.5
20151115041109-804,23.483
20151115041148-836,22.517
20151115121122-695,47.417
20151115121128-639,1.117
20151116021105-602,114.883
20151116031103-753,114.183
20151116031124-797,0.517
20151116031127-78,1.033
20151116071131-16,51.683
20151116081119-191,30.417
20151116121132-353,74.333
20151116121148-838,1.267
20151117011106-544,0.55
20151117021110-932,1.1
20151117031145-748,2.017
20151117051123-614,337.867
20151117051152-432,0.367
20151117101107-46,129.667
20151117101156-58,1.1
20151117111104-955,0.55
20151118021145-170,0.533
20151118041143-934,258.633
20151118061145-872,27.183
20151118091136-43,47.667
20151118101124-666,50.983
20151118121155-903,1.267
20151119021156-883,1.067
20151119031125-461,94.667
20151119061103-218,0.45
20151119061106-100,0.883
20151119091122-744,0.833
20151119091154-119,298.65
20151119111132-408,91.8
20151120021127-21,0.8
20151120051116-435,0.917
20151120051143-352,0.967
20151120071106-120,32.317
20151120071128-12,0.85
20151120081141-291,35.8
20151121031117-949,67.6
20151121041130-372,1.45
20151121051118-213,0.433
20151121061101-398,0.867
20151121091124-890,1.533
20151121091142-55,75.783
20151121101114-73,2.833
20151121101130-569,1.35
20151121111157-61,30.283
20151121121107-368,33.483
20151121121126-475,24.733
20151121121131-715,100.117
20151121121155-143,0.383
20151122011142-477,1.65
20151122021105-937,1.367
20151122021140-914,20.233
20151122031104-627,1.133
20151122031145-815,28.65
20151122041139-836,0.617
20151122051127-509,0.517
20151122081111-220,27.4
20151122081111-931,23.65
20151122091136-164,1.0
20151122101117-220,1.433
20151122101132-880,0.3
20151122101154-714,1.4
20151123021110-405,0.467
20151123021124-160,4.15
20151123021150-692,0.483
20151123071139-244,1.2
20151123101157-660,0.6
20151124031108-240,23.6
20151124041119-151,1.933
20151124041131-688,0.95
20151124081114-91,75.667
20151124081137-232,72.883
20151124111122-818,79.917
20151125021110-876,1.1
20151125071146-648,123.533
20151125101125-687,0.85
20151125121136-226,50.75
20151125121147-666,243.617
20151126011144-948,34.4
20151126021152-691,0.433
20151126051137-634,0.9
20151126051156-263,1.9
20151126071103-548,0.55
20151126071153-679,0.933
20151126071158-727,0.9
20151126081107-580,1.067
20151126091121-945,0.95
20151126111143-228,1.3
20151127051117-574,357.05
20151127061106-88,27.217
20151127061136-939,96.617
20151127081135-995,0.933
20151127091156-609,23.6
20151127091157-308,0.917
20151127101117-321,143.183
20151127101119-956,1.017
20151128011138-111,0.383
20151128011156-261,3.15
20151128051129-591,23.617
20151128051155-195,0.5
20151128071144-68,75.067
20151128081117-253,0.533
20151128091137-757,108.567
20151128091155-501,27.0
20151128101107-583,0.583
20151128101114-530,1.383
20151128111129-309,2.05
20151128111144-648,21.583
20151128121126-103,50.833
20151128121144-636,0.517
20151129041113-818,0.417
20151129071142-601,5.067
20151129101109-424,81.783
20151129101133-538,0.233
20151129101152-17,0.483
20151129111105-997,0.833
20151129111138-228,0.767
20151129121122-794,57.483
20151130011100-867,0.867
20151130011131-735,2.117
20151130031121-169,0.633
20151130031142-294,0.3
20151130041104-293,0.533
20151130061138-166,0.617
20151130061141-5,1.0
20151130081115-826,1.417
20151130091113-828,0.35
20151131021149-695,73.767
20151131031129-413,1.1
20151131081108-573,267.267
20151131081112-556,0.8
20151131091100-593,0.533
20151131121113-604,0.883
20151201011252-32,0.6
20151201031214-85,121.883
20151201031215-712,21.233
20151201031245-77,0.917
20151201051230-898,6.6
20151201061206-641,1.583
20151201061251-794,78.35
20151201071206-107,62.5
20151201071254-656,1.9
20151201081219-907,61.267
20151201101257-374,0.517
20151201121236-41,332.3
20151202011253-62,53.9
20151202021203-963,104.067
20151202021230-956,124.533
20151202051249-156,14.6
20151202061226-132,9.2
20151202071233-557,75.483
20151202081232-209,0.783
20151202101257-746,24.467
20151202121203-224,1.05
20151203011232-992,1.417
20151203041231-943,28.8
20151203041234-867,0.8
20151203081248-820,0.517
20151203101246-894,131.95
20151203121253-478,26.033
20151204011207-25,0.6
20151204011238-471,0.583
20151204031209-720,0.3
20151204031221-340,75.083
20151204041235-141,1.333
20151204071215-745,4.067
20151204071251-825,0.917
20151204111220-934,78.65
20151204111228-777,0.95
20151204121208-62,0.95
20151205011253-317,106.183
20151205021240-761,0.833
20151205021255-377,1.05
20151205031250-205,0.3
20151205061202-442,1.55
20151205061240-99,0.45
20151205071201-727,0.35
20151206021222-166,0.9
20151206051246-156,37.817
20151206061257-541,104.233
20151206081220-45,0.517
20151206081231-342,0.867
20151206081251-376,0.4
20151206091237-906,0.45
20151207031204-699,1.033
20151207031239-581,1.483
20151207071218-322,0.45
20151207081249-632,5.6
20151207091211-916,27.783
20151207091215-793,0.95
20151207101219-530,157.217
20151208041208-309,77.333
20151208071245-482,1.85
20151208091219-174,1.05
20151208091253-564,22.367
20151209021212-232,2.483
20151209031242-452,114.717
20151209101239-365,0.5
20151209111219-195,93.733
20151209121226-172,0.467
20151210021211-711,0.8
20151210021258-493,31.533
20151210031224-723,79.017
20151210041246-108,0.917
20151210071211-297,0.433
20151210101225-79,26.183
20151210101237-47,116.983
20151210101238-75,1.083
