,Unnamed: 0,Timestamp,car-id,car-type,gate-name,Date,gate_type
166905,166905,2016-05-19 04:55:33,20162419042411-322,4,ranger-stop3,2016-05-19,ranger-stop
166906,166906,2016-05-19 04:57:28,20162419042411-322,4,gate3,2016-05-19,gate
166910,166910,2016-05-19 05:06:28,20162419042411-322,4,general-gate5,2016-05-19,general-gate
166911,166911,2016-05-19 05:11:58,20162419042411-322,4,gate5,2016-05-19,gate
166912,166912,2016-05-19 05:13:04,20162419042411-322,4,ranger-stop6,2016-05-19,ranger-stop
166914,166914,2016-05-19 05:14:14,20162419042411-322,4,gate6,2016-05-19,gate
166916,166916,2016-05-19 05:16:25,20162419042411-322,4,entrance3,2016-05-19,entrance
171111,171111,2016-05-31 02:45:45,20164531024545-131,4,entrance3,2016-05-31,entrance
171112,171112,2016-05-31 02:47:37,20164531024545-131,4,gate6,2016-05-31,gate
171113,171113,2016-05-31 02:48:40,20164531024545-131,4,ranger-stop6,2016-05-31,ranger-stop
171114,171114,2016-05-31 02:49:37,20164531024545-131,4,gate5,2016-05-31,gate
171116,171116,2016-05-31 02:54:25,20164531024545-131,4,general-gate5,2016-05-31,general-gate
171120,171120,2016-05-31 03:02:20,20164531024545-131,4,gate3,2016-05-31,gate
171121,171121,2016-05-31 03:04:05,20164531024545-131,4,ranger-stop3,2016-05-31,ranger-stop
171124,171124,2016-05-31 03:18:38,20164531024545-131,4,ranger-stop3,2016-05-31,ranger-stop
171125,171125,2016-05-31 03:20:18,20164531024545-131,4,gate3,2016-05-31,gate
171126,171126,2016-05-31 03:28:12,20164531024545-131,4,general-gate5,2016-05-31,general-gate
171128,171128,2016-05-31 03:33:01,20164531024545-131,4,gate5,2016-05-31,gate
171129,171129,2016-05-31 03:33:59,20164531024545-131,4,ranger-stop6,2016-05-31,ranger-stop
171130,171130,2016-05-31 03:35:00,20164531024545-131,4,gate6,2016-05-31,gate
171131,171131,2016-05-31 03:36:54,20164531024545-131,4,entrance3,2016-05-31,entrance
13747,13747,2015-06-05 14:57:59,20155705025759-63,1,entrance0,2015-06-05,entrance
13749,13749,2015-06-05 14:59:26,20155705025759-63,1,general-gate1,2015-06-05,general-gate
13754,13754,2015-06-05 15:02:01,20155705025759-63,1,ranger-stop2,2015-06-05,ranger-stop
13760,13760,2015-06-05 15:05:01,20155705025759-63,1,ranger-stop0,2015-06-05,ranger-stop
13761,13761,2015-06-05 15:08:11,20155705025759-63,1,general-gate2,2015-06-05,general-gate
13773,13773,2015-06-05 15:19:33,20155705025759-63,1,general-gate5,2015-06-05,general-gate
13788,13788,2015-06-05 15:29:43,20155705025759-63,1,camping6,2015-06-05,camping
19165,19165,2015-06-12 13:41:14,20154112014114-381,1,entrance0,2015-06-12,entrance
19166,19166,2015-06-12 13:42:37,20154112014114-381,1,general-gate1,2015-06-12,general-gate
19169,19169,2015-06-12 13:45:04,20154112014114-381,1,ranger-stop2,2015-06-12,ranger-stop
19172,19172,2015-06-12 13:47:53,20154112014114-381,1,ranger-stop0,2015-06-12,ranger-stop
19174,19174,2015-06-12 13:50:52,20154112014114-381,1,general-gate2,2015-06-12,general-gate
19185,19185,2015-06-12 14:01:35,20154112014114-381,1,general-gate5,2015-06-12,general-gate
19197,19197,2015-06-12 14:11:10,20154112014114-381,1,camping6,2015-06-12,camping
21317,21317,2015-06-14 22:25:09,20154112014114-381,1,camping6,2015-06-14,camping
21322,21322,2015-06-14 22:34:40,20154112014114-381,1,general-gate5,2015-06-14,general-gate
21326,21326,2015-06-14 22:45:23,20154112014114-381,1,general-gate2,2015-06-14,general-gate
21327,21327,2015-06-14 22:48:21,20154112014114-381,1,ranger-stop0,2015-06-14,ranger-stop
21328,21328,2015-06-14 22:51:11,20154112014114-381,1,ranger-stop2,2015-06-14,ranger-stop
21329,21329,2015-06-14 22:53:36,20154112014114-381,1,general-gate1,2015-06-14,general-gate
21330,21330,2015-06-14 22:55:03,20154112014114-381,1,entrance0,2015-06-14,entrance
25212,25212,2015-06-19 13:42:57,20154112014114-381,1,entrance0,2015-06-19,entrance
25215,25215,2015-06-19 13:44:19,20154112014114-381,1,general-gate1,2015-06-19,general-gate
25216,25216,2015-06-19 13:46:46,20154112014114-381,1,ranger-stop2,2015-06-19,ranger-stop
25219,25219,2015-06-19 13:49:35,20154112014114-381,1,ranger-stop0,2015-06-19,ranger-stop
25224,25224,2015-06-19 13:52:34,20154112014114-381,1,general-gate2,2015-06-19,general-gate
25235,25235,2015-06-19 14:03:17,20154112014114-381,1,general-gate5,2015-06-19,general-gate
25242,25242,2015-06-19 14:12:52,20154112014114-381,1,camping6,2015-06-19,camping
25274,25274,2015-06-19 14:45:44,20154519024544-322,2,entrance1,2015-06-19,entrance
25277,25277,2015-06-19 14:52:25,20154519024544-322,2,camping4,2015-06-19,camping
27577,27577,2015-06-21 22:35:11,20154112014114-381,1,camping6,2015-06-21,camping
27582,27582,2015-06-21 22:44:42,20154112014114-381,1,general-gate5,2015-06-21,general-gate
27584,27584,2015-06-21 22:55:25,20154112014114-381,1,general-gate2,2015-06-21,general-gate
27586,27586,2015-06-21 22:58:23,20154112014114-381,1,ranger-stop0,2015-06-21,ranger-stop
27587,27587,2015-06-21 23:01:13,20154112014114-381,1,ranger-stop2,2015-06-21,ranger-stop
27588,27588,2015-06-21 23:03:38,20154112014114-381,1,general-gate1,2015-06-21,general-gate
27590,27590,2015-06-21 23:05:05,20154112014114-381,1,entrance0,2015-06-21,entrance
27600,27600,2015-06-21 23:44:45,20154519024544-322,2,camping4,2015-06-21,camping
27602,27602,2015-06-21 23:53:46,20154519024544-322,2,general-gate7,2015-06-21,general-gate
27603,27603,2015-06-22 00:00:20,20154519024544-322,2,general-gate4,2015-06-22,general-gate
27604,27604,2015-06-22 00:10:46,20154519024544-322,2,general-gate1,2015-06-22,general-gate
27605,27605,2015-06-22 00:13:13,20154519024544-322,2,ranger-stop2,2015-06-22,ranger-stop
27607,27607,2015-06-22 00:16:03,20154519024544-322,2,ranger-stop0,2015-06-22,ranger-stop
27608,27608,2015-06-22 00:19:03,20154519024544-322,2,general-gate2,2015-06-22,general-gate
27610,27610,2015-06-22 00:29:48,20154519024544-322,2,general-gate5,2015-06-22,general-gate
27611,27611,2015-06-22 00:39:09,20154519024544-322,2,entrance4,2015-06-22,entrance
31808,31808,2015-06-26 13:30:46,20154112014114-381,1,entrance0,2015-06-26,entrance
31811,31811,2015-06-26 13:32:08,20154112014114-381,1,general-gate1,2015-06-26,general-gate
31815,31815,2015-06-26 13:34:35,20154112014114-381,1,ranger-stop2,2015-06-26,ranger-stop
31818,31818,2015-06-26 13:37:24,20154112014114-381,1,ranger-stop0,2015-06-26,ranger-stop
31821,31821,2015-06-26 13:40:23,20154112014114-381,1,general-gate2,2015-06-26,general-gate
31830,31830,2015-06-26 13:51:06,20154112014114-381,1,general-gate5,2015-06-26,general-gate
31836,31836,2015-06-26 14:00:41,20154112014114-381,1,camping6,2015-06-26,camping
31865,31865,2015-06-26 14:49:12,20154519024544-322,2,entrance4,2015-06-26,entrance
31877,31877,2015-06-26 14:58:29,20154519024544-322,2,general-gate5,2015-06-26,general-gate
31885,31885,2015-06-26 15:09:15,20154519024544-322,2,general-gate2,2015-06-26,general-gate
31887,31887,2015-06-26 15:12:15,20154519024544-322,2,ranger-stop0,2015-06-26,ranger-stop
31896,31896,2015-06-26 15:15:04,20154519024544-322,2,ranger-stop2,2015-06-26,ranger-stop
31899,31899,2015-06-26 15:17:31,20154519024544-322,2,general-gate1,2015-06-26,general-gate
31910,31910,2015-06-26 15:27:56,20154519024544-322,2,general-gate4,2015-06-26,general-gate
31916,31916,2015-06-26 15:34:29,20154519024544-322,2,general-gate7,2015-06-26,general-gate
31936,31936,2015-06-26 15:43:36,20154519024544-322,2,camping4,2015-06-26,camping
33986,33986,2015-06-28 22:48:24,20154112014114-381,1,camping6,2015-06-28,camping
33989,33989,2015-06-28 22:57:55,20154112014114-381,1,general-gate5,2015-06-28,general-gate
33991,33991,2015-06-28 23:08:38,20154112014114-381,1,general-gate2,2015-06-28,general-gate
33992,33992,2015-06-28 23:11:36,20154112014114-381,1,ranger-stop0,2015-06-28,ranger-stop
33993,33993,2015-06-28 23:14:26,20154112014114-381,1,ranger-stop2,2015-06-28,ranger-stop
33995,33995,2015-06-28 23:16:51,20154112014114-381,1,general-gate1,2015-06-28,general-gate
33997,33997,2015-06-28 23:18:18,20154112014114-381,1,entrance0,2015-06-28,entrance
34002,34002,2015-06-28 23:38:09,20154519024544-322,2,camping4,2015-06-28,camping
34003,34003,2015-06-28 23:47:10,20154519024544-322,2,general-gate7,2015-06-28,general-gate
34005,34005,2015-06-28 23:53:44,20154519024544-322,2,general-gate4,2015-06-28,general-gate
34006,34006,2015-06-29 00:04:10,20154519024544-322,2,general-gate1,2015-06-29,general-gate
34007,34007,2015-06-29 00:06:37,20154519024544-322,2,ranger-stop2,2015-06-29,ranger-stop
34008,34008,2015-06-29 00:09:27,20154519024544-322,2,ranger-stop0,2015-06-29,ranger-stop
34009,34009,2015-06-29 00:12:27,20154519024544-322,2,general-gate2,2015-06-29,general-gate
34010,34010,2015-06-29 00:23:12,20154519024544-322,2,general-gate5,2015-06-29,general-gate
34012,34012,2015-06-29 00:32:33,20154519024544-322,2,entrance4,2015-06-29,entrance
38856,38856,2015-07-03 13:44:17,20154112014114-381,1,entrance0,2015-07-03,entrance
38859,38859,2015-07-03 13:45:39,20154112014114-381,1,general-gate1,2015-07-03,general-gate
38862,38862,2015-07-03 13:48:06,20154112014114-381,1,ranger-stop2,2015-07-03,ranger-stop
38867,38867,2015-07-03 13:50:55,20154112014114-381,1,ranger-stop0,2015-07-03,ranger-stop
38873,38873,2015-07-03 13:53:54,20154112014114-381,1,general-gate2,2015-07-03,general-gate
38890,38890,2015-07-03 14:04:37,20154112014114-381,1,general-gate5,2015-07-03,general-gate
38913,38913,2015-07-03 14:14:12,20154112014114-381,1,camping6,2015-07-03,camping
38960,38960,2015-07-03 14:36:38,20154519024544-322,2,entrance4,2015-07-03,entrance
38975,38975,2015-07-03 14:45:55,20154519024544-322,2,general-gate5,2015-07-03,general-gate
38995,38995,2015-07-03 14:55:52,20155705025759-63,1,camping6,2015-07-03,camping
38998,38998,2015-07-03 14:56:41,20154519024544-322,2,general-gate2,2015-07-03,general-gate
39005,39005,2015-07-03 14:59:41,20154519024544-322,2,ranger-stop0,2015-07-03,ranger-stop
39013,39013,2015-07-03 15:02:30,20154519024544-322,2,ranger-stop2,2015-07-03,ranger-stop
39020,39020,2015-07-03 15:04:57,20154519024544-322,2,general-gate1,2015-07-03,general-gate
39023,39023,2015-07-03 15:05:56,20155705025759-63,1,general-gate5,2015-07-03,general-gate
39035,39035,2015-07-03 15:15:22,20154519024544-322,2,general-gate4,2015-07-03,general-gate
39040,39040,2015-07-03 15:17:18,20155705025759-63,1,general-gate2,2015-07-03,general-gate
39044,39044,2015-07-03 15:20:29,20155705025759-63,1,ranger-stop0,2015-07-03,ranger-stop
39045,39045,2015-07-03 15:21:55,20154519024544-322,2,general-gate7,2015-07-03,general-gate
39048,39048,2015-07-03 15:23:28,20155705025759-63,1,ranger-stop2,2015-07-03,ranger-stop
39052,39052,2015-07-03 15:26:03,20155705025759-63,1,general-gate1,2015-07-03,general-gate
39059,39059,2015-07-03 15:31:02,20154519024544-322,2,camping4,2015-07-03,camping
39072,39072,2015-07-03 15:37:04,20155705025759-63,1,general-gate4,2015-07-03,general-gate
39083,39083,2015-07-03 15:44:01,20155705025759-63,1,general-gate7,2015-07-03,general-gate
39123,39123,2015-07-03 16:01:36,20155705025759-63,1,camping2,2015-07-03,camping
42697,42697,2015-07-05 22:27:39,20154112014114-381,1,camping6,2015-07-05,camping
42702,42702,2015-07-05 22:37:10,20154112014114-381,1,general-gate5,2015-07-05,general-gate
42707,42707,2015-07-05 22:47:53,20154112014114-381,1,general-gate2,2015-07-05,general-gate
42710,42710,2015-07-05 22:50:51,20154112014114-381,1,ranger-stop0,2015-07-05,ranger-stop
42712,42712,2015-07-05 22:53:41,20154112014114-381,1,ranger-stop2,2015-07-05,ranger-stop
42715,42715,2015-07-05 22:56:06,20154112014114-381,1,general-gate1,2015-07-05,general-gate
42716,42716,2015-07-05 22:57:33,20154112014114-381,1,entrance0,2015-07-05,entrance
42732,42732,2015-07-06 00:04:22,20154519024544-322,2,camping4,2015-07-06,camping
42734,42734,2015-07-06 00:13:23,20154519024544-322,2,general-gate7,2015-07-06,general-gate
42735,42735,2015-07-06 00:19:57,20154519024544-322,2,general-gate4,2015-07-06,general-gate
42738,42738,2015-07-06 00:30:23,20154519024544-322,2,general-gate1,2015-07-06,general-gate
42739,42739,2015-07-06 00:32:50,20154519024544-322,2,ranger-stop2,2015-07-06,ranger-stop
42740,42740,2015-07-06 00:35:40,20154519024544-322,2,ranger-stop0,2015-07-06,ranger-stop
42742,42742,2015-07-06 00:38:40,20154519024544-322,2,general-gate2,2015-07-06,general-gate
42747,42747,2015-07-06 00:49:25,20154519024544-322,2,general-gate5,2015-07-06,general-gate
42750,42750,2015-07-06 00:58:46,20154519024544-322,2,entrance4,2015-07-06,entrance
48307,48307,2015-07-10 13:44:09,20154112014114-381,1,entrance0,2015-07-10,entrance
48310,48310,2015-07-10 13:45:31,20154112014114-381,1,general-gate1,2015-07-10,general-gate
48312,48312,2015-07-10 13:47:58,20154112014114-381,1,ranger-stop2,2015-07-10,ranger-stop
48316,48316,2015-07-10 13:50:47,20154112014114-381,1,ranger-stop0,2015-07-10,ranger-stop
48321,48321,2015-07-10 13:53:46,20154112014114-381,1,general-gate2,2015-07-10,general-gate
48344,48344,2015-07-10 14:04:29,20154112014114-381,1,general-gate5,2015-07-10,general-gate
48359,48359,2015-07-10 14:14:04,20154112014114-381,1,camping6,2015-07-10,camping
48438,48438,2015-07-10 15:01:23,20154519024544-322,2,entrance4,2015-07-10,entrance
48455,48455,2015-07-10 15:10:40,20154519024544-322,2,general-gate5,2015-07-10,general-gate
48476,48476,2015-07-10 15:21:26,20154519024544-322,2,general-gate2,2015-07-10,general-gate
48484,48484,2015-07-10 15:24:26,20154519024544-322,2,ranger-stop0,2015-07-10,ranger-stop
48493,48493,2015-07-10 15:27:15,20154519024544-322,2,ranger-stop2,2015-07-10,ranger-stop
48496,48496,2015-07-10 15:29:42,20154519024544-322,2,general-gate1,2015-07-10,general-gate
48508,48508,2015-07-10 15:40:07,20154519024544-322,2,general-gate4,2015-07-10,general-gate
48520,48520,2015-07-10 15:46:40,20154519024544-322,2,general-gate7,2015-07-10,general-gate
48535,48535,2015-07-10 15:55:47,20154519024544-322,2,camping4,2015-07-10,camping
52086,52086,2015-07-12 22:50:04,20154112014114-381,1,camping6,2015-07-12,camping
52088,52088,2015-07-12 22:59:35,20154112014114-381,1,general-gate5,2015-07-12,general-gate
52089,52089,2015-07-12 23:10:18,20154112014114-381,1,general-gate2,2015-07-12,general-gate
52090,52090,2015-07-12 23:13:16,20154112014114-381,1,ranger-stop0,2015-07-12,ranger-stop
52091,52091,2015-07-12 23:16:06,20154112014114-381,1,ranger-stop2,2015-07-12,ranger-stop
52092,52092,2015-07-12 23:18:31,20154112014114-381,1,general-gate1,2015-07-12,general-gate
52093,52093,2015-07-12 23:19:58,20154112014114-381,1,entrance0,2015-07-12,entrance
52096,52096,2015-07-13 00:04:38,20154519024544-322,2,camping4,2015-07-13,camping
52098,52098,2015-07-13 00:13:39,20154519024544-322,2,general-gate7,2015-07-13,general-gate
52100,52100,2015-07-13 00:20:13,20154519024544-322,2,general-gate4,2015-07-13,general-gate
52105,52105,2015-07-13 00:30:39,20154519024544-322,2,general-gate1,2015-07-13,general-gate
52109,52109,2015-07-13 00:33:06,20154519024544-322,2,ranger-stop2,2015-07-13,ranger-stop
52113,52113,2015-07-13 00:35:56,20154519024544-322,2,ranger-stop0,2015-07-13,ranger-stop
52116,52116,2015-07-13 00:38:56,20154519024544-322,2,general-gate2,2015-07-13,general-gate
52119,52119,2015-07-13 00:49:41,20154519024544-322,2,general-gate5,2015-07-13,general-gate
52123,52123,2015-07-13 00:59:02,20154519024544-322,2,entrance4,2015-07-13,entrance
57177,57177,2015-07-17 13:51:50,20154112014114-381,1,entrance0,2015-07-17,entrance
57180,57180,2015-07-17 13:53:12,20154112014114-381,1,general-gate1,2015-07-17,general-gate
57182,57182,2015-07-17 13:55:39,20154112014114-381,1,ranger-stop2,2015-07-17,ranger-stop
57188,57188,2015-07-17 13:58:28,20154112014114-381,1,ranger-stop0,2015-07-17,ranger-stop
57197,57197,2015-07-17 14:01:27,20154112014114-381,1,general-gate2,2015-07-17,general-gate
57216,57216,2015-07-17 14:12:10,20154112014114-381,1,general-gate5,2015-07-17,general-gate
57226,57226,2015-07-17 14:21:45,20154112014114-381,1,camping6,2015-07-17,camping
57327,57327,2015-07-17 15:04:16,20154519024544-322,2,entrance4,2015-07-17,entrance
57343,57343,2015-07-17 15:13:33,20154519024544-322,2,general-gate5,2015-07-17,general-gate
57359,57359,2015-07-17 15:24:19,20154519024544-322,2,general-gate2,2015-07-17,general-gate
57364,57364,2015-07-17 15:27:19,20154519024544-322,2,ranger-stop0,2015-07-17,ranger-stop
57369,57369,2015-07-17 15:30:08,20154519024544-322,2,ranger-stop2,2015-07-17,ranger-stop
57373,57373,2015-07-17 15:32:35,20154519024544-322,2,general-gate1,2015-07-17,general-gate
57388,57388,2015-07-17 15:43:00,20154519024544-322,2,general-gate4,2015-07-17,general-gate
57397,57397,2015-07-17 15:49:33,20154519024544-322,2,general-gate7,2015-07-17,general-gate
57417,57417,2015-07-17 15:58:40,20154519024544-322,2,camping4,2015-07-17,camping
60428,60428,2015-07-19 22:25:45,20154112014114-381,1,camping6,2015-07-19,camping
60431,60431,2015-07-19 22:35:16,20154112014114-381,1,general-gate5,2015-07-19,general-gate
60437,60437,2015-07-19 22:45:59,20154112014114-381,1,general-gate2,2015-07-19,general-gate
60441,60441,2015-07-19 22:48:57,20154112014114-381,1,ranger-stop0,2015-07-19,ranger-stop
60442,60442,2015-07-19 22:51:47,20154112014114-381,1,ranger-stop2,2015-07-19,ranger-stop
60443,60443,2015-07-19 22:54:12,20154112014114-381,1,general-gate1,2015-07-19,general-gate
60445,60445,2015-07-19 22:55:39,20154112014114-381,1,entrance0,2015-07-19,entrance
60467,60467,2015-07-19 23:56:06,20154519024544-322,2,camping4,2015-07-19,camping
60470,60470,2015-07-20 00:05:07,20154519024544-322,2,general-gate7,2015-07-20,general-gate
60471,60471,2015-07-20 00:11:41,20154519024544-322,2,general-gate4,2015-07-20,general-gate
60473,60473,2015-07-20 00:22:07,20154519024544-322,2,general-gate1,2015-07-20,general-gate
60475,60475,2015-07-20 00:24:34,20154519024544-322,2,ranger-stop2,2015-07-20,ranger-stop
60476,60476,2015-07-20 00:27:24,20154519024544-322,2,ranger-stop0,2015-07-20,ranger-stop
60477,60477,2015-07-20 00:30:24,20154519024544-322,2,general-gate2,2015-07-20,general-gate
60481,60481,2015-07-20 00:41:09,20154519024544-322,2,general-gate5,2015-07-20,general-gate
60483,60483,2015-07-20 00:50:30,20154519024544-322,2,entrance4,2015-07-20,entrance
65881,65881,2015-07-24 13:32:57,20154112014114-381,1,entrance0,2015-07-24,entrance
65885,65885,2015-07-24 13:34:19,20154112014114-381,1,general-gate1,2015-07-24,general-gate
65888,65888,2015-07-24 13:36:46,20154112014114-381,1,ranger-stop2,2015-07-24,ranger-stop
65895,65895,2015-07-24 13:39:35,20154112014114-381,1,ranger-stop0,2015-07-24,ranger-stop
65897,65897,2015-07-24 13:42:34,20154112014114-381,1,general-gate2,2015-07-24,general-gate
65917,65917,2015-07-24 13:53:17,20154112014114-381,1,general-gate5,2015-07-24,general-gate
65945,65945,2015-07-24 14:02:52,20154112014114-381,1,camping6,2015-07-24,camping
66026,66026,2015-07-24 14:38:38,20154519024544-322,2,entrance4,2015-07-24,entrance
66051,66051,2015-07-24 14:47:55,20154519024544-322,2,general-gate5,2015-07-24,general-gate
66061,66061,2015-07-24 14:58:41,20154519024544-322,2,general-gate2,2015-07-24,general-gate
66067,66067,2015-07-24 15:01:41,20154519024544-322,2,ranger-stop0,2015-07-24,ranger-stop
66074,66074,2015-07-24 15:04:30,20154519024544-322,2,ranger-stop2,2015-07-24,ranger-stop
66081,66081,2015-07-24 15:06:57,20154519024544-322,2,general-gate1,2015-07-24,general-gate
66098,66098,2015-07-24 15:17:22,20154519024544-322,2,general-gate4,2015-07-24,general-gate
66112,66112,2015-07-24 15:23:55,20154519024544-322,2,general-gate7,2015-07-24,general-gate
66136,66136,2015-07-24 15:33:02,20154519024544-322,2,camping4,2015-07-24,camping
69308,69308,2015-07-26 22:30:57,20154112014114-381,1,camping6,2015-07-26,camping
69318,69318,2015-07-26 22:40:28,20154112014114-381,1,general-gate5,2015-07-26,general-gate
69330,69330,2015-07-26 22:51:11,20154112014114-381,1,general-gate2,2015-07-26,general-gate
69332,69332,2015-07-26 22:54:09,20154112014114-381,1,ranger-stop0,2015-07-26,ranger-stop
69336,69336,2015-07-26 22:56:59,20154112014114-381,1,ranger-stop2,2015-07-26,ranger-stop
69339,69339,2015-07-26 22:59:24,20154112014114-381,1,general-gate1,2015-07-26,general-gate
69343,69343,2015-07-26 23:00:51,20154112014114-381,1,entrance0,2015-07-26,entrance
69358,69358,2015-07-26 23:53:46,20154519024544-322,2,camping4,2015-07-26,camping
69360,69360,2015-07-27 00:02:47,20154519024544-322,2,general-gate7,2015-07-27,general-gate
69361,69361,2015-07-27 00:09:21,20154519024544-322,2,general-gate4,2015-07-27,general-gate
69365,69365,2015-07-27 00:19:47,20154519024544-322,2,general-gate1,2015-07-27,general-gate
69367,69367,2015-07-27 00:22:14,20154519024544-322,2,ranger-stop2,2015-07-27,ranger-stop
69368,69368,2015-07-27 00:25:04,20154519024544-322,2,ranger-stop0,2015-07-27,ranger-stop
69369,69369,2015-07-27 00:28:04,20154519024544-322,2,general-gate2,2015-07-27,general-gate
69376,69376,2015-07-27 00:38:49,20154519024544-322,2,general-gate5,2015-07-27,general-gate
69385,69385,2015-07-27 00:48:10,20154519024544-322,2,entrance4,2015-07-27,entrance
74646,74646,2015-07-31 13:39:26,20155705025759-63,1,camping2,2015-07-31,camping
74677,74677,2015-07-31 13:55:01,20155705025759-63,1,camping3,2015-07-31,camping
74778,74778,2015-07-31 14:45:54,20154519024544-322,2,entrance4,2015-07-31,entrance
74800,74800,2015-07-31 14:55:11,20154519024544-322,2,general-gate5,2015-07-31,general-gate
74825,74825,2015-07-31 15:05:57,20154519024544-322,2,general-gate2,2015-07-31,general-gate
74835,74835,2015-07-31 15:08:57,20154519024544-322,2,ranger-stop0,2015-07-31,ranger-stop
74840,74840,2015-07-31 15:11:46,20154519024544-322,2,ranger-stop2,2015-07-31,ranger-stop
74845,74845,2015-07-31 15:14:13,20154519024544-322,2,general-gate1,2015-07-31,general-gate
74872,74872,2015-07-31 15:24:38,20154519024544-322,2,general-gate4,2015-07-31,general-gate
74888,74888,2015-07-31 15:31:11,20154519024544-322,2,general-gate7,2015-07-31,general-gate
74903,74903,2015-07-31 15:40:18,20154519024544-322,2,camping4,2015-07-31,camping
77767,77767,2015-08-03 00:03:40,20154519024544-322,2,camping4,2015-08-03,camping
77772,77772,2015-08-03 00:12:41,20154519024544-322,2,general-gate7,2015-08-03,general-gate
77774,77774,2015-08-03 00:19:15,20154519024544-322,2,general-gate4,2015-08-03,general-gate
77777,77777,2015-08-03 00:29:41,20154519024544-322,2,general-gate1,2015-08-03,general-gate
77778,77778,2015-08-03 00:32:08,20154519024544-322,2,ranger-stop2,2015-08-03,ranger-stop
77780,77780,2015-08-03 00:34:58,20154519024544-322,2,ranger-stop0,2015-08-03,ranger-stop
77782,77782,2015-08-03 00:37:58,20154519024544-322,2,general-gate2,2015-08-03,general-gate
77785,77785,2015-08-03 00:48:43,20154519024544-322,2,general-gate5,2015-08-03,general-gate
77788,77788,2015-08-03 00:58:04,20154519024544-322,2,entrance4,2015-08-03,entrance
82452,82452,2015-08-07 15:00:39,20154519024544-322,2,entrance4,2015-08-07,entrance
82462,82462,2015-08-07 15:09:56,20154519024544-322,2,general-gate5,2015-08-07,general-gate
82483,82483,2015-08-07 15:20:42,20154519024544-322,2,general-gate2,2015-08-07,general-gate
82489,82489,2015-08-07 15:23:42,20154519024544-322,2,ranger-stop0,2015-08-07,ranger-stop
82493,82493,2015-08-07 15:26:31,20154519024544-322,2,ranger-stop2,2015-08-07,ranger-stop
82501,82501,2015-08-07 15:28:58,20154519024544-322,2,general-gate1,2015-08-07,general-gate
82519,82519,2015-08-07 15:39:23,20154519024544-322,2,general-gate4,2015-08-07,general-gate
82527,82527,2015-08-07 15:45:56,20154519024544-322,2,general-gate7,2015-08-07,general-gate
82550,82550,2015-08-07 15:55:03,20154519024544-322,2,camping4,2015-08-07,camping
85193,85193,2015-08-09 23:43:46,20154519024544-322,2,camping4,2015-08-09,camping
85196,85196,2015-08-09 23:52:47,20154519024544-322,2,general-gate7,2015-08-09,general-gate
85197,85197,2015-08-09 23:59:21,20154519024544-322,2,general-gate4,2015-08-09,general-gate
85198,85198,2015-08-10 00:09:47,20154519024544-322,2,general-gate1,2015-08-10,general-gate
85199,85199,2015-08-10 00:12:14,20154519024544-322,2,ranger-stop2,2015-08-10,ranger-stop
85200,85200,2015-08-10 00:15:04,20154519024544-322,2,ranger-stop0,2015-08-10,ranger-stop
85201,85201,2015-08-10 00:18:04,20154519024544-322,2,general-gate2,2015-08-10,general-gate
85202,85202,2015-08-10 00:28:49,20154519024544-322,2,general-gate5,2015-08-10,general-gate
85203,85203,2015-08-10 00:38:10,20154519024544-322,2,entrance4,2015-08-10,entrance
89713,89713,2015-08-14 15:00:45,20154519024544-322,2,entrance4,2015-08-14,entrance
89724,89724,2015-08-14 15:10:02,20154519024544-322,2,general-gate5,2015-08-14,general-gate
89742,89742,2015-08-14 15:20:48,20154519024544-322,2,general-gate2,2015-08-14,general-gate
89747,89747,2015-08-14 15:23:48,20154519024544-322,2,ranger-stop0,2015-08-14,ranger-stop
89753,89753,2015-08-14 15:26:37,20154519024544-322,2,ranger-stop2,2015-08-14,ranger-stop
89760,89760,2015-08-14 15:29:04,20154519024544-322,2,general-gate1,2015-08-14,general-gate
89775,89775,2015-08-14 15:39:29,20154519024544-322,2,general-gate4,2015-08-14,general-gate
89786,89786,2015-08-14 15:46:02,20154519024544-322,2,general-gate7,2015-08-14,general-gate
89800,89800,2015-08-14 15:55:09,20154519024544-322,2,camping4,2015-08-14,camping
92250,92250,2015-08-17 00:03:49,20154519024544-322,2,camping4,2015-08-17,camping
92252,92252,2015-08-17 00:12:50,20154519024544-322,2,general-gate7,2015-08-17,general-gate
92255,92255,2015-08-17 00:19:24,20154519024544-322,2,general-gate4,2015-08-17,general-gate
92257,92257,2015-08-17 00:29:50,20154519024544-322,2,general-gate1,2015-08-17,general-gate
92258,92258,2015-08-17 00:32:17,20154519024544-322,2,ranger-stop2,2015-08-17,ranger-stop
92259,92259,2015-08-17 00:35:07,20154519024544-322,2,ranger-stop0,2015-08-17,ranger-stop
92262,92262,2015-08-17 00:38:07,20154519024544-322,2,general-gate2,2015-08-17,general-gate
92263,92263,2015-08-17 00:48:52,20154519024544-322,2,general-gate5,2015-08-17,general-gate
92264,92264,2015-08-17 00:58:13,20154519024544-322,2,entrance4,2015-08-17,entrance
96564,96564,2015-08-21 14:45:10,20154519024544-322,2,entrance4,2015-08-21,entrance
96578,96578,2015-08-21 14:54:27,20154519024544-322,2,general-gate5,2015-08-21,general-gate
96595,96595,2015-08-21 15:05:13,20154519024544-322,2,general-gate2,2015-08-21,general-gate
96601,96601,2015-08-21 15:08:13,20154519024544-322,2,ranger-stop0,2015-08-21,ranger-stop
